"resp.id";"ques";"alt";"Price";"RAM";"Memory";"Processor";"Weight";"ScreenSize";"choice"
47;1172;2;"1.5";"16GB";"1T";"i3";"1.5kg";"13";0
47;1172;3;"1.5";"4GB";"256GB";"i3";"1kg";"16";0
47;1172;4;"1";"8GB";"1T";"i7";"1.5kg";"14";1
47;1173;1;"0.7";"32GB";"126GB";"i7";"1kg";"16";1
47;1173;2;"0.7";"16GB";"1T";"i9";"0.8kg";"13";0
47;1173;3;"1";"32GB";"1T";"i5";"1.5kg";"16";0
47;1173;4;"1";"32GB";"256GB";"i3";"1.5kg";"13";0
47;1174;1;"2";"16GB";"126GB";"i3";"1.2kg";"14";1
47;1174;2;"1";"16GB";"126GB";"i9";"1.5kg";"12";0
47;1174;3;"2";"32GB";"256GB";"i7";"1.2kg";"13";0
47;1174;4;"0.7";"8GB";"512GB";"i9";"1kg";"12";0
47;1175;1;"1";"8GB";"126GB";"i7";"0.8kg";"14";0
47;1175;2;"2";"32GB";"512GB";"i9";"1kg";"13";0
47;1175;3;"0.7";"4GB";"126GB";"i7";"1kg";"14";1
47;1175;4;"1";"8GB";"126GB";"i9";"1kg";"14";0
48;1176;1;"1";"8GB";"1T";"i5";"0.8kg";"13";1
48;1176;2;"1";"4GB";"1T";"i3";"0.8kg";"14";0
48;1176;3;"1.5";"16GB";"126GB";"i7";"1.5kg";"14";0
48;1176;4;"1.5";"16GB";"512GB";"i7";"1.2kg";"16";0
48;1177;1;"1";"8GB";"256GB";"i5";"1kg";"14";1
48;1177;2;"1.5";"4GB";"512GB";"i5";"0.8kg";"14";0
48;1177;3;"2";"4GB";"1T";"i9";"1.5kg";"16";0
48;1177;4;"0.7";"32GB";"512GB";"i3";"1kg";"14";0
48;1178;1;"1";"4GB";"512GB";"i3";"0.8kg";"13";0
48;1178;2;"2";"16GB";"126GB";"i7";"0.8kg";"16";1
48;1178;3;"1";"16GB";"126GB";"i7";"1.5kg";"13";0
48;1178;4;"1";"16GB";"512GB";"i5";"1.5kg";"13";0
48;1179;1;"2";"16GB";"126GB";"i3";"1kg";"12";1
48;1179;2;"1.5";"32GB";"1T";"i5";"1.5kg";"16";0
48;1179;3;"1";"4GB";"1T";"i9";"1.5kg";"13";0
48;1179;4;"0.7";"16GB";"512GB";"i5";"1kg";"14";0
48;1180;1;"0.7";"8GB";"126GB";"i5";"1.2kg";"16";0
48;1180;2;"0.7";"8GB";"1T";"i7";"1.2kg";"14";1
48;1180;3;"0.7";"16GB";"126GB";"i7";"0.8kg";"12";0
48;1180;4;"2";"32GB";"1T";"i3";"1.2kg";"16";0
48;1181;1;"1.5";"8GB";"126GB";"i3";"1.2kg";"14";0
48;1181;2;"1.5";"32GB";"256GB";"i7";"0.8kg";"14";0
48;1181;3;"2";"8GB";"126GB";"i5";"0.8kg";"16";1
48;1181;4;"2";"16GB";"1T";"i9";"1kg";"14";0
48;1182;1;"1";"16GB";"1T";"i9";"1.2kg";"13";0
48;1182;2;"2";"32GB";"512GB";"i3";"1.2kg";"13";0
48;1182;3;"1";"8GB";"256GB";"i9";"1.2kg";"13";0
48;1182;4;"0.7";"32GB";"126GB";"i9";"1kg";"16";1
48;1183;1;"1.5";"16GB";"126GB";"i7";"1.2kg";"14";0
48;1183;2;"1.5";"4GB";"512GB";"i5";"1.2kg";"16";0
48;1183;3;"1";"16GB";"1T";"i3";"1kg";"12";1
48;1183;4;"1";"4GB";"256GB";"i3";"1.2kg";"16";0
48;1184;1;"0.7";"4GB";"512GB";"i3";"0.8kg";"14";1
48;1184;2;"0.7";"8GB";"126GB";"i7";"0.8kg";"13";0
48;1184;3;"0.7";"32GB";"512GB";"i7";"1.2kg";"12";0
48;1184;4;"0.7";"4GB";"1T";"i7";"1.2kg";"12";0
48;1185;1;"2";"32GB";"126GB";"i3";"0.8kg";"14";0
48;1185;2;"2";"4GB";"256GB";"i3";"1.2kg";"14";1
48;1185;3;"1.5";"32GB";"126GB";"i3";"1.5kg";"12";0
48;1185;4;"1.5";"32GB";"1T";"i7";"1.5kg";"13";0
48;1186;1;"0.7";"8GB";"126GB";"i9";"1kg";"14";1
48;1186;2;"0.7";"32GB";"126GB";"i3";"0.8kg";"12";0
48;1186;3;"1.5";"8GB";"256GB";"i7";"1.2kg";"12";0
48;1186;4;"2";"4GB";"256GB";"i9";"1.2kg";"12";0
48;1187;1;"2";"8GB";"512GB";"i5";"1.5kg";"16";0
48;1187;2;"0.7";"32GB";"1T";"i7";"1.5kg";"16";0
48;1187;3;"1";"4GB";"1T";"i3";"0.8kg";"16";1
48;1187;4;"0.7";"32GB";"126GB";"i5";"1.5kg";"12";0
48;1188;1;"2";"8GB";"1T";"i9";"1kg";"12";1
48;1188;2;"1.5";"4GB";"126GB";"i7";"0.8kg";"12";0
48;1188;3;"1";"8GB";"512GB";"i5";"1.5kg";"13";0
48;1188;4;"0.7";"32GB";"1T";"i9";"0.8kg";"13";0
48;1189;1;"0.7";"8GB";"1T";"i3";"1.2kg";"16";1
48;1189;2;"0.7";"32GB";"126GB";"i7";"1.2kg";"12";0
48;1189;3;"1.5";"16GB";"512GB";"i3";"1.2kg";"16";0
48;1189;4;"1";"32GB";"256GB";"i9";"1.5kg";"12";0
48;1190;1;"0.7";"16GB";"126GB";"i5";"0.8kg";"14";0
48;1190;2;"0.7";"4GB";"512GB";"i9";"1.2kg";"12";0
48;1190;3;"2";"8GB";"512GB";"i3";"1kg";"13";1
48;1190;4;"1.5";"8GB";"256GB";"i9";"1kg";"14";0
48;1191;1;"1.5";"4GB";"512GB";"i3";"0.8kg";"14";0
48;1191;2;"2";"4GB";"512GB";"i7";"1kg";"13";0
48;1191;3;"0.7";"32GB";"256GB";"i7";"1.2kg";"16";0
48;1191;4;"0.7";"32GB";"1T";"i3";"1kg";"12";1
48;1192;1;"1";"32GB";"1T";"i5";"1.5kg";"13";0
48;1192;2;"2";"32GB";"256GB";"i5";"1.5kg";"13";0
48;1192;3;"0.7";"8GB";"126GB";"i3";"0.8kg";"16";1
48;1192;4;"0.7";"8GB";"512GB";"i7";"1.5kg";"12";0
48;1193;1;"1";"16GB";"512GB";"i5";"0.8kg";"13";0
48;1193;2;"1.5";"4GB";"512GB";"i5";"1.5kg";"13";0
48;1193;3;"1.5";"8GB";"126GB";"i7";"1.5kg";"16";1
48;1193;4;"1.5";"32GB";"256GB";"i7";"1.2kg";"14";0
48;1194;1;"2";"4GB";"1T";"i3";"1.2kg";"13";1
48;1194;2;"2";"8GB";"126GB";"i7";"1.2kg";"13";0
48;1194;3;"2";"4GB";"256GB";"i5";"1.5kg";"14";0
48;1194;4;"1";"32GB";"512GB";"i7";"1kg";"16";0
48;1195;1;"1.5";"16GB";"126GB";"i9";"0.8kg";"16";0
48;1195;2;"1.5";"32GB";"256GB";"i5";"0.8kg";"16";0
48;1195;3;"1";"16GB";"256GB";"i7";"1kg";"14";0
48;1195;4;"0.7";"4GB";"256GB";"i5";"1kg";"14";1
48;1196;1;"0.7";"16GB";"1T";"i5";"0.8kg";"16";0
48;1196;2;"1";"8GB";"1T";"i9";"0.8kg";"12";0
48;1196;3;"0.7";"32GB";"126GB";"i7";"1.2kg";"16";1
48;1196;4;"0.7";"16GB";"256GB";"i7";"1.2kg";"12";0
48;1197;1;"2";"8GB";"1T";"i9";"0.8kg";"16";1
48;1197;2;"1";"4GB";"512GB";"i7";"1.2kg";"13";0
48;1197;3;"1.5";"32GB";"256GB";"i3";"0.8kg";"12";0
48;1197;4;"1";"16GB";"512GB";"i7";"0.8kg";"12";0
48;1198;1;"1.5";"16GB";"512GB";"i5";"0.8kg";"13";0
48;1198;2;"1.5";"32GB";"1T";"i9";"0.8kg";"12";0
48;1198;3;"2";"4GB";"126GB";"i3";"1kg";"12";1
48;1198;4;"2";"32GB";"512GB";"i9";"1kg";"16";0
48;1199;1;"0.7";"32GB";"126GB";"i5";"1.5kg";"13";0
48;1199;2;"0.7";"4GB";"256GB";"i5";"1.2kg";"13";0
48;1199;3;"1";"16GB";"256GB";"i3";"1kg";"16";0
48;1199;4;"2";"32GB";"1T";"i5";"1.2kg";"12";1
48;1200;1;"1.5";"4GB";"126GB";"i5";"0.8kg";"14";1
48;1200;2;"2";"4GB";"512GB";"i5";"0.8kg";"14";0
48;1200;3;"1";"4GB";"1T";"i9";"1kg";"14";0
48;1200;4;"1.5";"32GB";"512GB";"i5";"1kg";"16";0
49;1201;1;"2";"8GB";"256GB";"i3";"0.8kg";"16";0
49;1201;2;"0.7";"8GB";"256GB";"i3";"0.8kg";"12";0
49;1201;3;"1.5";"16GB";"1T";"i7";"1kg";"14";1
49;1201;4;"0.7";"8GB";"256GB";"i7";"0.8kg";"16";0
49;1202;1;"0.7";"4GB";"256GB";"i3";"1.2kg";"16";0
49;1202;2;"2";"8GB";"512GB";"i9";"1kg";"12";0
49;1202;3;"1.5";"32GB";"1T";"i7";"1.5kg";"16";1
49;1202;4;"1";"16GB";"256GB";"i9";"1.5kg";"16";0
49;1203;1;"0.7";"4GB";"512GB";"i5";"0.8kg";"16";0
49;1203;2;"1";"16GB";"256GB";"i5";"1.2kg";"12";0
49;1203;3;"1";"4GB";"256GB";"i5";"0.8kg";"12";0
49;1203;4;"1.5";"16GB";"1T";"i3";"0.8kg";"13";1
49;1204;1;"2";"8GB";"512GB";"i7";"1kg";"14";0
49;1204;2;"1.5";"32GB";"256GB";"i7";"1.2kg";"16";1
49;1204;3;"2";"16GB";"512GB";"i5";"1.2kg";"14";0
49;1204;4;"1";"8GB";"512GB";"i9";"0.8kg";"12";0
49;1205;1;"0.7";"8GB";"1T";"i7";"1.2kg";"12";1
49;1205;2;"0.7";"16GB";"126GB";"i5";"1kg";"12";0
49;1205;3;"2";"4GB";"256GB";"i3";"0.8kg";"13";0
49;1205;4;"0.7";"8GB";"512GB";"i7";"1kg";"14";0
49;1206;1;"2";"4GB";"1T";"i9";"0.8kg";"13";0
49;1206;2;"1.5";"16GB";"126GB";"i7";"1.5kg";"13";0
49;1206;3;"1.5";"32GB";"126GB";"i9";"1kg";"13";0
49;1206;4;"0.7";"32GB";"256GB";"i7";"1.5kg";"14";1
49;1207;1;"0.7";"8GB";"126GB";"i7";"1.5kg";"14";1
49;1207;2;"1.5";"4GB";"256GB";"i3";"1kg";"12";0
49;1207;3;"1.5";"16GB";"256GB";"i7";"1.5kg";"14";0
49;1207;4;"2";"32GB";"1T";"i5";"1kg";"12";0
49;1208;1;"0.7";"8GB";"512GB";"i3";"1.5kg";"14";1
49;1208;2;"0.7";"16GB";"256GB";"i9";"0.8kg";"14";0
49;1208;3;"1";"8GB";"256GB";"i5";"0.8kg";"13";0
49;1208;4;"0.7";"16GB";"512GB";"i5";"1.2kg";"12";0
49;1209;1;"2";"32GB";"512GB";"i5";"1.2kg";"12";0
49;1209;2;"2";"16GB";"1T";"i3";"0.8kg";"16";0
49;1209;3;"2";"4GB";"126GB";"i5";"1.5kg";"12";0
49;1209;4;"1.5";"32GB";"1T";"i3";"1kg";"16";1
49;1210;1;"1";"4GB";"256GB";"i9";"0.8kg";"16";0
49;1210;2;"2";"16GB";"1T";"i9";"0.8kg";"14";0
49;1210;3;"2";"4GB";"512GB";"i7";"1.2kg";"14";1
49;1210;4;"2";"16GB";"1T";"i7";"0.8kg";"13";0
49;1211;1;"0.7";"8GB";"256GB";"i5";"0.8kg";"16";0
49;1211;2;"2";"4GB";"512GB";"i3";"1.5kg";"14";0
49;1211;3;"1.5";"32GB";"256GB";"i9";"1.5kg";"14";0
49;1211;4;"0.7";"16GB";"1T";"i9";"1kg";"12";1
49;1212;1;"1";"8GB";"126GB";"i9";"1.5kg";"14";0
49;1212;2;"1.5";"4GB";"1T";"i3";"1.5kg";"16";0
49;1212;3;"2";"32GB";"126GB";"i5";"1.5kg";"16";0
49;1212;4;"0.7";"16GB";"126GB";"i7";"1kg";"14";1
49;1213;1;"1.5";"16GB";"1T";"i9";"1.5kg";"14";1
49;1213;2;"0.7";"16GB";"1T";"i7";"0.8kg";"14";0
49;1213;3;"1";"32GB";"512GB";"i5";"1.5kg";"13";0
49;1213;4;"2";"32GB";"512GB";"i5";"1kg";"14";0
49;1214;1;"1";"8GB";"1T";"i9";"1.2kg";"12";0
49;1214;2;"0.7";"32GB";"126GB";"i3";"1.2kg";"12";1
49;1214;3;"0.7";"16GB";"256GB";"i9";"1.2kg";"14";0
49;1214;4;"0.7";"32GB";"512GB";"i3";"1.2kg";"16";0
49;1215;1;"2";"8GB";"512GB";"i9";"1kg";"14";0
49;1215;2;"0.7";"8GB";"1T";"i5";"1kg";"13";1
49;1215;3;"1";"4GB";"1T";"i9";"1.2kg";"14";0
49;1215;4;"0.7";"16GB";"126GB";"i9";"1.5kg";"13";0
49;1216;1;"1.5";"16GB";"126GB";"i9";"0.8kg";"12";0
49;1216;2;"0.7";"4GB";"256GB";"i5";"1.5kg";"12";0
49;1216;3;"1.5";"8GB";"126GB";"i3";"0.8kg";"12";1
49;1216;4;"2";"16GB";"126GB";"i9";"1.2kg";"13";0
49;1217;1;"2";"16GB";"512GB";"i5";"0.8kg";"14";0
49;1217;2;"0.7";"32GB";"1T";"i9";"1.5kg";"13";0
49;1217;3;"0.7";"4GB";"256GB";"i7";"0.8kg";"14";1
49;1217;4;"1.5";"8GB";"512GB";"i7";"1.5kg";"16";0
49;1218;1;"2";"4GB";"512GB";"i3";"1kg";"13";0
49;1218;2;"1";"32GB";"256GB";"i7";"1.2kg";"13";0
49;1218;3;"1";"16GB";"126GB";"i7";"1.5kg";"12";0
49;1218;4;"1.5";"4GB";"512GB";"i3";"1.5kg";"14";1
49;1219;1;"0.7";"32GB";"1T";"i9";"1.5kg";"12";0
49;1219;2;"2";"4GB";"126GB";"i3";"1.5kg";"16";1
49;1219;3;"1.5";"32GB";"512GB";"i3";"1kg";"14";0
49;1219;4;"2";"4GB";"256GB";"i5";"1.5kg";"14";0
49;1220;1;"0.7";"32GB";"1T";"i9";"0.8kg";"12";0
49;1220;2;"1";"8GB";"1T";"i5";"1.5kg";"12";0
49;1220;3;"1.5";"4GB";"512GB";"i3";"1kg";"16";1
49;1220;4;"1";"4GB";"1T";"i5";"1kg";"13";0
49;1221;1;"0.7";"4GB";"1T";"i7";"0.8kg";"13";1
49;1221;2;"1.5";"4GB";"1T";"i9";"0.8kg";"16";0
49;1221;3;"1.5";"16GB";"126GB";"i7";"1kg";"16";0
49;1221;4;"2";"4GB";"1T";"i7";"0.8kg";"12";0
49;1222;1;"0.7";"8GB";"126GB";"i3";"1kg";"16";1
49;1222;2;"1.5";"4GB";"256GB";"i5";"1.5kg";"16";0
49;1222;3;"2";"4GB";"256GB";"i5";"0.8kg";"13";0
49;1222;4;"1.5";"8GB";"512GB";"i9";"1kg";"14";0
49;1223;1;"1.5";"4GB";"1T";"i3";"1.2kg";"13";0
49;1223;2;"1";"4GB";"1T";"i9";"1kg";"14";0
49;1223;3;"2";"16GB";"1T";"i7";"0.8kg";"12";0
49;1223;4;"1.5";"32GB";"1T";"i7";"1kg";"16";1
49;1224;1;"0.7";"32GB";"256GB";"i9";"1kg";"14";0
49;1224;2;"2";"8GB";"512GB";"i9";"1.2kg";"12";0
49;1224;3;"0.7";"32GB";"126GB";"i5";"0.8kg";"13";0
49;1224;4;"0.7";"32GB";"126GB";"i7";"1.2kg";"13";1
49;1225;1;"2";"8GB";"512GB";"i3";"1kg";"12";0
49;1225;2;"0.7";"16GB";"126GB";"i7";"1kg";"13";1
49;1225;3;"0.7";"16GB";"256GB";"i3";"0.8kg";"16";0
49;1225;4;"1.5";"4GB";"1T";"i5";"1.2kg";"14";0
50;1226;1;"2";"32GB";"512GB";"i3";"1kg";"16";0
50;1226;2;"2";"32GB";"256GB";"i3";"1.5kg";"12";0
50;1226;3;"0.7";"8GB";"512GB";"i9";"1kg";"12";1
50;1226;4;"1";"16GB";"1T";"i9";"0.8kg";"12";0
50;1227;1;"2";"32GB";"126GB";"i5";"1kg";"16";0
50;1227;2;"2";"16GB";"126GB";"i7";"1.2kg";"14";1
50;1227;3;"1.5";"4GB";"1T";"i5";"0.8kg";"14";0
50;1227;4;"2";"16GB";"1T";"i9";"1kg";"16";0
50;1228;1;"1.5";"32GB";"256GB";"i7";"0.8kg";"16";0
50;1228;2;"2";"32GB";"512GB";"i9";"1.2kg";"16";0
50;1228;3;"2";"8GB";"1T";"i7";"1kg";"16";1
50;1228;4;"2";"16GB";"1T";"i3";"1.5kg";"12";0
50;1229;1;"0.7";"4GB";"126GB";"i5";"1.2kg";"12";0
50;1229;2;"1";"8GB";"256GB";"i3";"1kg";"13";1
50;1229;3;"1";"4GB";"126GB";"i9";"1.5kg";"12";0
50;1229;4;"0.7";"4GB";"512GB";"i3";"0.8kg";"13";0
50;1230;1;"0.7";"16GB";"256GB";"i3";"1.2kg";"13";0
50;1230;2;"1.5";"8GB";"512GB";"i5";"1kg";"12";0
50;1230;3;"0.7";"32GB";"512GB";"i3";"1.5kg";"13";0
50;1230;4;"1.5";"16GB";"1T";"i3";"1.5kg";"16";1
50;1231;1;"0.7";"32GB";"512GB";"i3";"1kg";"12";0
50;1231;2;"1.5";"16GB";"256GB";"i7";"0.8kg";"14";0
50;1231;3;"0.7";"8GB";"1T";"i3";"1.5kg";"13";0
50;1231;4;"2";"4GB";"256GB";"i5";"1.2kg";"14";1
50;1232;1;"1";"16GB";"512GB";"i5";"1.2kg";"16";0
50;1232;2;"1.5";"32GB";"126GB";"i5";"1kg";"12";0
50;1232;3;"1.5";"16GB";"1T";"i7";"1kg";"12";0
50;1232;4;"2";"32GB";"126GB";"i5";"1.2kg";"13";1
50;1233;1;"0.7";"8GB";"512GB";"i9";"1.5kg";"14";0
50;1233;2;"1.5";"8GB";"126GB";"i3";"0.8kg";"12";0
50;1233;3;"0.7";"4GB";"1T";"i3";"1.2kg";"16";1
50;1233;4;"2";"4GB";"256GB";"i3";"1.5kg";"13";0
50;1234;1;"0.7";"16GB";"126GB";"i7";"1.2kg";"14";1
50;1234;2;"1";"4GB";"126GB";"i9";"1kg";"13";0
50;1234;3;"1";"4GB";"126GB";"i3";"0.8kg";"14";0
50;1234;4;"0.7";"32GB";"126GB";"i5";"1.2kg";"13";0
50;1235;1;"1";"8GB";"512GB";"i7";"1.5kg";"12";0
50;1235;2;"0.7";"32GB";"126GB";"i7";"1.5kg";"13";0
50;1235;3;"2";"4GB";"512GB";"i7";"1.2kg";"14";0
50;1235;4;"0.7";"32GB";"1T";"i7";"1.2kg";"13";1
50;1236;1;"1";"32GB";"126GB";"i7";"1.2kg";"16";0
50;1236;2;"1.5";"16GB";"1T";"i5";"0.8kg";"13";1
50;1236;3;"0.7";"16GB";"256GB";"i9";"1kg";"13";0
50;1236;4;"2";"4GB";"126GB";"i7";"1.5kg";"16";0
50;1237;1;"0.7";"8GB";"126GB";"i3";"1kg";"12";0
50;1237;2;"1.5";"4GB";"256GB";"i3";"1kg";"13";0
50;1237;3;"1";"8GB";"1T";"i7";"1.5kg";"12";1
50;1237;4;"2";"8GB";"1T";"i9";"1.5kg";"12";0
50;1238;1;"1";"16GB";"512GB";"i3";"1.5kg";"16";0
50;1238;2;"2";"8GB";"126GB";"i5";"0.8kg";"13";1
50;1238;3;"0.7";"32GB";"126GB";"i5";"0.8kg";"12";0
50;1238;4;"1";"16GB";"512GB";"i7";"1.5kg";"12";0
50;1239;1;"0.7";"8GB";"256GB";"i3";"1kg";"14";1
50;1239;2;"1";"16GB";"126GB";"i3";"1.5kg";"13";0
50;1239;3;"2";"4GB";"256GB";"i7";"1.2kg";"13";0
50;1239;4;"1";"4GB";"1T";"i9";"0.8kg";"14";0
50;1240;1;"0.7";"32GB";"126GB";"i3";"1.2kg";"12";0
50;1240;2;"2";"32GB";"256GB";"i9";"1kg";"14";1
50;1240;3;"2";"16GB";"126GB";"i7";"1.2kg";"13";0
50;1240;4;"2";"4GB";"512GB";"i5";"1.2kg";"13";0
50;1241;1;"1";"16GB";"126GB";"i9";"1.2kg";"12";0
50;1241;2;"0.7";"8GB";"256GB";"i7";"0.8kg";"12";0
50;1241;3;"1";"32GB";"1T";"i7";"0.8kg";"14";1
50;1241;4;"0.7";"32GB";"512GB";"i7";"1.5kg";"14";0
50;1242;1;"2";"16GB";"1T";"i9";"1.2kg";"13";0
50;1242;2;"2";"4GB";"126GB";"i5";"1.5kg";"13";0
50;1242;3;"1";"4GB";"256GB";"i7";"1.2kg";"14";1
50;1242;4;"1.5";"16GB";"512GB";"i9";"1.2kg";"16";0
50;1243;1;"1";"32GB";"512GB";"i5";"1kg";"13";1
50;1243;2;"0.7";"16GB";"256GB";"i3";"0.8kg";"16";0
50;1243;3;"0.7";"32GB";"512GB";"i9";"0.8kg";"14";0
50;1243;4;"1.5";"8GB";"256GB";"i3";"1.5kg";"12";0
50;1244;1;"2";"4GB";"512GB";"i7";"1.5kg";"16";0
50;1244;2;"1";"32GB";"256GB";"i5";"1.5kg";"16";0
50;1244;3;"2";"16GB";"512GB";"i5";"1.5kg";"12";0
50;1244;4;"0.7";"8GB";"126GB";"i9";"1.5kg";"16";1
50;1245;1;"2";"32GB";"512GB";"i9";"0.8kg";"12";0
50;1245;2;"1.5";"4GB";"512GB";"i3";"1.2kg";"14";0
50;1245;3;"1";"16GB";"512GB";"i3";"1kg";"13";0
50;1245;4;"2";"16GB";"256GB";"i3";"1.2kg";"14";1
50;1246;1;"2";"32GB";"256GB";"i5";"1.5kg";"12";0
50;1246;2;"0.7";"4GB";"256GB";"i7";"1kg";"16";0
50;1246;3;"1.5";"8GB";"1T";"i9";"1.2kg";"12";0
50;1246;4;"0.7";"8GB";"1T";"i7";"1.2kg";"12";1
50;1247;1;"2";"8GB";"126GB";"i3";"1kg";"12";0
50;1247;2;"0.7";"16GB";"1T";"i9";"1.5kg";"14";0
50;1247;3;"1.5";"8GB";"126GB";"i5";"1.5kg";"13";1
50;1247;4;"0.7";"16GB";"256GB";"i5";"0.8kg";"16";0
50;1248;1;"1.5";"8GB";"256GB";"i5";"0.8kg";"12";0
50;1248;2;"1";"8GB";"1T";"i7";"0.8kg";"14";1
50;1248;3;"1.5";"32GB";"512GB";"i9";"0.8kg";"16";0
50;1248;4;"1";"8GB";"512GB";"i3";"0.8kg";"13";0
50;1249;1;"1";"32GB";"126GB";"i5";"1.5kg";"12";0
50;1249;2;"1";"4GB";"126GB";"i7";"1.2kg";"14";1
50;1249;3;"1.5";"4GB";"256GB";"i3";"1.5kg";"12";0
50;1249;4;"0.7";"4GB";"126GB";"i9";"1.2kg";"13";0
50;1250;1;"1";"4GB";"1T";"i5";"1.2kg";"13";1
50;1250;2;"1";"16GB";"1T";"i9";"1.2kg";"13";0
50;1250;3;"2";"4GB";"126GB";"i5";"1kg";"12";0
50;1250;4;"0.7";"8GB";"1T";"i7";"0.8kg";"13";0
51;1251;1;"1.5";"8GB";"1T";"i9";"1kg";"16";1
51;1251;2;"1.5";"16GB";"256GB";"i9";"1kg";"16";0
51;1251;3;"2";"4GB";"512GB";"i7";"0.8kg";"12";0
51;1251;4;"1";"16GB";"126GB";"i7";"1kg";"13";0
51;1252;1;"1";"16GB";"512GB";"i9";"1kg";"14";0
51;1252;2;"1.5";"32GB";"126GB";"i7";"1.2kg";"14";0
51;1252;3;"0.7";"8GB";"256GB";"i3";"1.2kg";"13";1
51;1252;4;"2";"32GB";"256GB";"i3";"1.2kg";"16";0
51;1253;1;"0.7";"32GB";"126GB";"i5";"1.2kg";"13";1
51;1253;2;"1";"32GB";"256GB";"i7";"0.8kg";"12";0
51;1253;3;"1.5";"16GB";"1T";"i7";"1.5kg";"12";0
51;1253;4;"2";"16GB";"126GB";"i3";"1kg";"14";0
51;1254;1;"2";"4GB";"512GB";"i3";"1kg";"13";0
51;1254;2;"0.7";"16GB";"126GB";"i7";"1kg";"14";0
51;1254;3;"1.5";"8GB";"1T";"i3";"1.5kg";"16";1
51;1254;4;"1";"4GB";"512GB";"i3";"1.2kg";"12";0
51;1255;1;"2";"32GB";"256GB";"i9";"1kg";"16";0
51;1255;2;"0.7";"32GB";"256GB";"i9";"1kg";"16";0
51;1255;3;"1.5";"16GB";"512GB";"i5";"1.5kg";"14";1
51;1255;4;"1";"16GB";"512GB";"i3";"0.8kg";"16";0
51;1256;1;"0.7";"16GB";"126GB";"i3";"1.2kg";"12";0
51;1256;2;"2";"4GB";"126GB";"i9";"1kg";"16";0
51;1256;3;"1.5";"8GB";"1T";"i9";"0.8kg";"14";1
51;1256;4;"1.5";"32GB";"1T";"i9";"0.8kg";"13";0
51;1257;1;"1.5";"32GB";"1T";"i9";"1.2kg";"14";1
51;1257;2;"2";"8GB";"126GB";"i3";"1.5kg";"13";0
51;1257;3;"2";"16GB";"512GB";"i5";"1kg";"12";0
51;1257;4;"1";"32GB";"512GB";"i9";"1kg";"13";0
51;1258;1;"2";"4GB";"1T";"i9";"1.5kg";"12";0
51;1258;2;"0.7";"16GB";"126GB";"i7";"1.5kg";"14";0
51;1258;3;"1";"8GB";"256GB";"i3";"1.2kg";"13";1
51;1258;4;"2";"16GB";"512GB";"i7";"1.2kg";"14";0
51;1259;1;"1.5";"8GB";"512GB";"i9";"1kg";"12";0
51;1259;2;"2";"16GB";"126GB";"i7";"0.8kg";"16";0
51;1259;3;"2";"4GB";"1T";"i7";"1kg";"13";0
51;1259;4;"2";"16GB";"1T";"i3";"1kg";"16";1
51;1260;1;"1";"32GB";"256GB";"i5";"1.2kg";"14";0
51;1260;2;"0.7";"4GB";"126GB";"i9";"1kg";"12";0
51;1260;3;"1";"4GB";"1T";"i9";"1kg";"16";0
51;1260;4;"1.5";"32GB";"126GB";"i3";"1.5kg";"16";1
51;1261;1;"1.5";"16GB";"512GB";"i7";"1.2kg";"12";0
51;1261;2;"0.7";"8GB";"1T";"i7";"1.2kg";"14";0
51;1261;3;"0.7";"4GB";"512GB";"i3";"1kg";"14";1
51;1261;4;"1";"32GB";"1T";"i5";"1.5kg";"13";0
51;1262;1;"0.7";"8GB";"512GB";"i7";"0.8kg";"14";0
51;1262;2;"0.7";"16GB";"1T";"i5";"1kg";"16";0
51;1262;3;"1.5";"16GB";"126GB";"i3";"0.8kg";"14";0
51;1262;4;"1.5";"4GB";"256GB";"i3";"1kg";"14";1
51;1263;1;"1";"8GB";"126GB";"i9";"1.5kg";"16";0
51;1263;2;"1";"16GB";"512GB";"i9";"1.2kg";"14";0
51;1263;3;"0.7";"8GB";"1T";"i9";"1kg";"14";1
51;1263;4;"2";"32GB";"256GB";"i3";"1.5kg";"13";0
51;1264;1;"1";"32GB";"512GB";"i7";"1.2kg";"16";0
51;1264;2;"1";"16GB";"512GB";"i5";"1kg";"16";0
51;1264;3;"1";"8GB";"256GB";"i9";"1kg";"13";0
51;1264;4;"1";"16GB";"512GB";"i5";"1kg";"13";1
51;1265;1;"0.7";"32GB";"1T";"i5";"1kg";"16";0
51;1265;2;"1.5";"16GB";"512GB";"i9";"0.8kg";"12";0
51;1265;3;"1";"16GB";"1T";"i3";"1.2kg";"14";1
51;1265;4;"1.5";"32GB";"512GB";"i3";"1kg";"13";0
51;1266;1;"2";"4GB";"1T";"i5";"1.5kg";"12";0
51;1266;2;"0.7";"4GB";"512GB";"i9";"1.2kg";"14";1
51;1266;3;"1.5";"16GB";"1T";"i9";"1kg";"14";0
51;1266;4;"1.5";"16GB";"256GB";"i3";"1kg";"14";0
51;1267;1;"1.5";"4GB";"256GB";"i3";"1.2kg";"13";0
51;1267;2;"2";"8GB";"256GB";"i9";"0.8kg";"14";1
51;1267;3;"0.7";"32GB";"256GB";"i3";"1.5kg";"12";0
51;1267;4;"2";"32GB";"256GB";"i3";"0.8kg";"16";0
51;1268;1;"1";"32GB";"126GB";"i3";"1.2kg";"16";0
